# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Sep 26 20:00:59 2025
#
# User ID:         holographic.sol
#
# User preference: archive defaults
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_vmagsrc:     V-band Source
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_bmvsrc:      B-V Source
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
# COLUMN st_lbolsrc:     Stellar Bolometric Luminosity Source
# COLUMN wds_designation: WDS Designation
# COLUMN wds_sep:        WDS Angular Separation [arcsec]
# COLUMN wds_deltamag:   WDS Magnitude Difference [mag]
# COLUMN st_fracplxunc:  Fractional Parallax Uncertainty
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmraerr:     Proper Motion (RA) Unc. [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pmdecerr:    Proper Motion (Dec) Unc. [mas/yr]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_vmk:         V-K [mag]
# COLUMN st_vmkerr:      V-K Unc. [mag]
# COLUMN st_kmagsrc:     K-band Source
# COLUMN st_mbol:        Bolometric Magnitude [mag]
# COLUMN st_mbolerr:     Bolometric Magnitude Unc. [mag]
# COLUMN st_mbolsrc:     Bolometric Magnitude Source
# COLUMN st_mbolflag:    Bolometric Magnitude Contamination Flag
# COLUMN st_spttag:      Spectral Type Tag
# COLUMN st_lumclass:    Luminosity Class
# COLUMN st_eeidau:      Earth-Equivalent Insolation Distance [au]
# COLUMN st_eeidauerr:   Earth-Equivalent Insolation Distance Unc. [au]
# COLUMN st_eeidmas:     Earth-Equivalent Insolation Distance [mas]
# COLUMN st_eeidmaserr:  Earth-Equivalent Insolation Distance Unc. [mas]
# COLUMN st_fpbearth:    Fractional Planet Brightness
# COLUMN st_fpbeartherr: Fractional Planet Brightness Unc.
# COLUMN st_vmagearth:   Earth-Equivalent V-band Magnitude [mag]
# COLUMN st_vmageartherr: Earth-Equivalent V-band Magnitude Unc. [mag]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teffsrc:     Stellar Effective Temperature Source
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radsrc:      Stellar Radius Source
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masssrc:     Stellar Mass Source
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_loggsrc:     Stellar Surface Gravity Source
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr:      Stellar Age Unc. [Gyr]
# COLUMN st_agesrc:      Stellar Age Source
# COLUMN st_actclass:    Activity Class
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfesrc:    Stellar Metallicity Source
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_probeflag:   Probe List Flag
# COLUMN st_k2flag:      K2 Flag
# COLUMN st_k2campaign:  K2 Campaign
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Curves
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_j2m:         J-band (2MASS) [mag]
# COLUMN st_j2merr:      J-band (2MASS) Unc. [mag]
# COLUMN st_j2mlim:      J-band (2MASS) Limit Flag
# COLUMN st_h2m:         H-band (2MASS) [mag]
# COLUMN st_h2merr:      H-band (2MASS) Unc. [mag]
# COLUMN st_h2mlim:      H-band (2MASS) Limit Flag
# COLUMN st_ks2m:        Ks-band (2MASS) [mag]
# COLUMN st_ks2merr:     Ks-band (2MASS) Unc. [mag]
# COLUMN st_ks2mlim:     Ks-band (2MASS) Limit Flag
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise1err:    WISE 3.4um Unc. [mag]
# COLUMN st_wise1lim:    WISE 3.4um Limit Flag
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise2err:    WISE 4.6um Unc. [mag]
# COLUMN st_wise2lim:    WISE 4.6um Limit Flag
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise3err:    WISE 12.um Unc. [mag]
# COLUMN st_wise3lim:    WISE 12.um Limit Flag
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_wise4err:    WISE 22.um Unc. [mag]
# COLUMN st_wise4lim:    WISE 22.um Limit Flag
#
rowid,star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc,wds_designation,wds_sep,wds_deltamag,st_fracplxunc,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_glon,st_glat,st_vmk,st_vmkerr,st_kmagsrc,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_spttag,st_lumclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_teff,st_tefferr,st_teffsrc,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_logg,st_loggerr,st_loggsrc,st_age,st_ageerr,st_agesrc,st_actclass,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_probeflag,st_k2flag,st_k2campaign,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim
185,HD 114613,HIP 64408,HD 114613,GJ 501.2,2MASS J13120320-3748110,1,1,0,0,0,1,1,13h12m03.47s,198.014445,-37d48m11.3s,-37.803136,20.67,0.21,-0.20,4.840,0.020,VT-G,0.700,0.020,BVT-G-Red,G3V,4.480,0.060,V-K,,,,0.01,-382.400,,47.000,,307.420494,24.888883,1.570,0.050,1966CoLPL...4...99J,3.270,0.030,,0,G,MAINSEQ,2.12,,102.41,,0.00,,31.32,,5782.00,,2005ApJS..159..141V,2.01,,2007ApJS..168..297T,1.25,,2007ApJS..168..297T,3.95,,2007ApJS..168..297T,5.200,,2007ApJS..168..297T,VI,0.240,,,[Fe/H],1,0,,1,0,1,0,0,2,3,3.692,0.252,0,3.346,0.206,0,3.303,0.256,0,3.250,0.481,0,3.014,0.358,0,3.240,0.010,0,3.207,0.021,0
186,HIP 64583,HIP 64583,HD 114837,GJ 503 A,2MASS J13141513-5906114 A,1,1,0,0,0,0,0,13h14m15.43s,198.564284,-59d06m10.3s,-59.102859,18.20,0.18,-0.18,4.910,0.020,VT,0.470,0.020,BVT-G-Blue,F5V,3.130,0.060,V-K,13143-5906,,,0.01,-249.600,,-154.600,,305.863690,3.639004,1.280,0.050,Koornneef,3.610,0.030,,0,F,MAINSEQ,1.77,,97.21,,0.00,,30.99,,6390.00,,Gray,1.44,,Turnbull,1.34,,Turnbull,4.13,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.936,0.326,0,3.565,0.298,0,3.611,0.366,0,,,,,,,,,,,,
187,61 Vir,HIP 64924,HD 115617,GJ 506,2MASS J13182443-1818387,1,1,1,0,1,1,3,13h18m24.97s,199.604050,-18d18m31.0s,-18.308611,8.56,,,4.740,0.000,G,0.710,0.010,G,G5V,0.870,0.100,B-V,13184-1819,,,0.00,-1069.900,,-1063.800,,311.863121,44.094817,,,,5.080,0.010,,0,G,MAINSEQ,0.94,,109.34,,0.00,,29.44,,5571.00,,2005ApJS..159..141V,0.98,,2007ApJS..168..297T,0.94,,2007ApJS..168..297T,4.45,,2007ApJS..168..297T,8.960,,2007ApJS..168..297T,I,0.050,,,[Fe/H],1,0,,4,0,1,3,0,2,9,3.334,0.200,0,2.974,0.176,0,2.956,0.236,0,2.144,,-1,2.791,0.524,0,3.091,0.009,0,2.986,0.019,0
188,HIP 65109,HIP 65109,HD 115892,GJ 508.1,2MASS J13203582-3642443,1,1,0,0,0,0,0,13h20m36.07s,200.150273,-36d42m43.5s,-36.712081,18.02,,,2.720,0.020,VT,0.070,0.020,BVT-Blue,A2V,26.990,0.060,V-K,,,,0.00,-340.800,,-88.000,,309.419584,25.792067,0.040,0.050,Koornneef,1.440,0.020,,0,A,MAINSEQ,5.19,,288.26,,0.00,,31.14,,10207.00,,Gray,1.66,,Turnbull,2.33,,Turnbull,4.06,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.714,0.276,0,2.738,0.210,0,2.757,0.264,0,,,,,,,,,,,,
189,HIP 65352,HIP 65352,HD 116442,GJ 3781 A,2MASS J13233916+0243239,1,0,0,1,0,0,0,13h23m39.15s,200.913111,+02d43m22.2s,2.722842,15.45,0.32,-0.30,7.060,0.010,G,0.780,0.020,G,G8/K0V,0.360,0.060,V-K,13237+0243,,,0.02,13.400,,198.600,,321.833512,64.405891,1.960,0.020,2MASS,6.120,0.060,,0,G,MAINSEQ,0.60,,38.97,,0.00,,30.80,,5182.00,,2005ApJS..159..141V,0.77,,2007ApJS..168..297T,0.78,,2007ApJS..168..297T,4.56,,2007ApJS..168..297T,8.680,,2007ApJS..168..297T,I,-0.400,,,[Fe/H],1,0,,1,0,1,0,0,2,3,5.609,0.021,0,5.220,0.049,0,5.097,0.017,0,,,,,,,,,,,,
190,HIP 65378 A,HIP 65378 A,HD 116656,GJ 3783 A,2MASS J13235563+5455292,1,1,0,0,0,0,0,13h23m55.42s,200.980916,+54d55m31.5s,54.925415,26.31,1.10,-1.01,2.220,0.000,VT,0.050,0.000,BVT-Blue,A2V,83.790,0.120,V-K,13239+5456,14.60000,1.650,0.04,121.200,,-22.000,,113.111098,61.579174,0.110,0.050,1966CoLPL...4...99J,0.120,0.100,,0,A,MAINSEQ,9.15,,347.94,,0.00,,31.87,,9330.00,,Gray,3.50,,Turnbull,3.11,,Turnbull,3.88,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.320,0.532,0,1.152,0.650,0,1.603,9.996,0,,,,,,,,,,,,
191,HIP 65477,HIP 65477,HD 116842,GJ 3785,2MASS J13251353+5459165,1,1,0,0,0,0,0,13h25m13.42s,201.305898,+54d59m16.8s,54.987999,25.06,,,3.980,0.020,VT,0.170,0.010,G,A5VSB,13.470,0.060,V-K,13239+5456,1.00000,3.990,0.00,120.300,,-16.900,,112.769444,61.468712,0.390,0.050,Kidger,1.990,0.020,,0,A,MAINSEQ,3.67,,146.45,,0.00,,31.65,,7955.00,,Gray,1.93,,Turnbull,1.95,,Turnbull,3.88,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.291,0.226,0,3.295,0.228,0,3.145,0.244,0,,,,,,,,,,,,
192,HIP 65530,HIP 65530,HD 117043,GJ 511.1,2MASS J13255983+6315406,1,0,0,1,0,0,0,13h26m00.37s,201.501530,+63d15m38.7s,63.260739,21.17,0.21,-0.21,6.500,0.000,G,0.740,0.000,G,G6V,1.060,0.020,V-K,,,,0.01,-392.600,,220.500,,116.416727,53.428141,1.710,0.020,2MASS,4.870,0.020,,0,G,MAINSEQ,1.03,,48.64,,0.00,,31.41,,5564.00,,V-K,1.11,,Turnbull,1.02,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,1,5.238,0.020,0,4.895,0.053,0,4.795,0.018,0,,,,,,,,,,,,
193,HD 117207,HIP 65808,HD 117207,,2MASS J13292114-3534154,0,0,1,0,0,1,1,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,32.38,0.05,-0.05,7.240,,,0.727,0.014,,G8 IV/V,,,,,,,,-206.000,0.100,-71.500,0.100,311.552426,26.665355,,,,,,,,,,,,,,,,,,5732.00,53.00,,1.07,0.04,,1.05,0.03,,4.37,0.04,,4.192,2.274,,,0.190,0.030,,[Fe/H],1,0,,3,0,1,2,0,1,0,6.034,0.019,0,5.749,0.038,0,5.650,0.020,0,5.619,0.141,0,5.503,0.049,0,5.655,0.013,0,5.604,0.038,0
194,HIP 66249,HIP 66249,HD 118098,GJ 3792,2MASS J13344160-0035450,1,1,0,0,0,0,0,13h34m41.75s,203.673978,-00d35m45.4s,-0.595938,22.71,,,3.380,0.000,G,0.110,0.000,G,A0/1IV,19.740,0.050,V-K,13347-0036,,,0.00,-278.900,,48.600,,325.247107,60.388047,0.270,0.050,1966CoLPL...4...99J,1.600,0.010,,0,A,MAINSEQ,4.44,,195.64,,0.00,,31.46,,8633.00,,Gray,1.98,,Turnbull,2.15,,Turnbull,3.77,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.257,0.274,0,3.154,0.284,0,3.223,0.274,0,,,,,,,,,,,,
195,HIP 67153,HIP 67153,HD 119756,GJ 525.1,2MASS J13454130-3302372,1,1,0,0,0,0,0,13h45m41.57s,206.423194,-33d02m36.1s,-33.043366,19.40,,,4.230,0.020,VT,0.370,0.020,BVT-G-Blue,F3V,6.360,0.060,V-K,,,,0.00,-461.900,,-146.200,,315.853946,28.463388,0.840,0.050,1966CoLPL...4...99J,2.790,0.020,,0,F,MAINSEQ,2.52,,129.94,,0.00,,31.08,,6781.00,,Gray,1.83,,Turnbull,1.61,,Turnbull,3.98,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.585,0.268,0,3.347,0.220,0,3.410,0.248,0,,,,,,,,,,,,
196,tau Boo,HIP 67275,HD 120136,GJ 527 A,2MASS J13471581+1727249 A,1,1,1,0,1,1,1,13h47m16.04s,206.816819,+17d27m24.4s,17.456774,15.62,,,4.480,0.020,VT,0.510,0.000,G,F7V,3.350,0.060,V-K,13473+1727,,,0.00,-480.300,,54.200,,358.938940,73.887991,1.120,0.050,1988A&AS...74..127S,3.510,0.020,,0,F,MAINSEQ,1.83,,117.26,,0.00,,30.64,,6387.00,,2005ApJS..159..141V,1.46,,2007ApJS..168..297T,1.34,,2007ApJS..168..297T,4.27,,2007ApJS..168..297T,1.640,,2007ApJS..168..297T,,0.230,,,[Fe/H],1,0,,2,0,1,1,0,2,1,3.617,0.284,0,3.546,0.242,0,3.507,0.348,0,2.407,,-1,2.744,0.380,0,3.340,0.013,0,3.290,0.023,0
197,HIP 67301,HIP 67301,HD 120315,,2MASS J13473244+4918477,0,1,0,0,0,0,0,13h47m32.44s,206.885162,+49d18m47.8s,49.313267,30.87,0.69,-0.72,1.860,,,-0.190,,,B3+ V,,,,,,,,-121.230,0.500,-15.560,0.570,100.695520,65.322531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.228,0.294,0,2.408,0.194,0,2.265,0.346,0,,,,,,,,,,,,
198,HIP 67927,HIP 67927,HD 121370,GJ 534,2MASS J13544106+1823514,1,1,1,0,0,0,0,13h54m41.12s,208.671317,+18d23m54.9s,18.398587,11.40,0.12,-0.11,2.680,0.000,G,0.580,0.000,G,G0IV,9.600,0.060,V-K,13547+1824,,,0.01,-61.000,,-358.100,,5.291092,73.030684,1.310,0.050,1966CoLPL...4...99J,2.400,0.030,,0,G,MAINSEQ,3.10,,271.93,,0.00,,29.98,,6116.00,,V-K,2.76,,Turnbull,1.79,,Turnbull,,,,,,,,,,,,1,0,,3,2,1,0,0,3,0,1.793,0.306,0,1.534,0.154,0,1.485,0.170,0,,,,,,,,,,,,
199,HIP 68895,HIP 68895,HD 123123,GJ 538.1,2MASS J14062229-2640565,0,1,0,0,0,0,0,14h06m22.30s,211.592911,-26d40m56.5s,-26.682362,31.08,0.73,-0.76,3.280,,,1.120,,,K2 IIIb,,,,,,,,43.000,0.400,-140.900,0.500,323.000877,33.252435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.403,0.260,0,0.840,0.282,0,0.753,0.310,0,,,,,,,,,,,,
200,HIP 68933,HIP 68933,HD 123139,GJ 539,2MASS J14064097-3622113,1,1,0,0,0,0,0,14h06m41.32s,211.672186,-36d22m07.3s,-36.368696,18.03,,,2.060,0.010,G,1.010,0.010,G,K0IIIB,58.340,0.050,V-K,14067-3622,,,0.00,-519.300,,-517.900,,319.455281,24.076882,2.410,0.040,DENIS,0.780,0.020,,0,GIANT,GIANT,7.64,,423.51,,0.00,,31.32,,4823.00,,V-K,10.93,,Turnbull,2.84,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,0.403,0.184,0,-0.199,0.194,0,-0.274,0.234,0,,,,,,,,,,,,
201,HIP 69673 A,HIP 69673 A,HD 124897,GJ 541,2MASS J14153968+1910558 A,1,1,0,0,0,0,0,14h15m40.35s,213.918114,+19d11m14.2s,19.187270,11.26,0.11,-0.11,-0.050,0.000,G,1.240,0.010,G,K2IIIp,235.320,0.100,B-V,14157+1911,0.30000,3.330,0.01,-1093.500,,-1999.400,,15.065432,69.111079,,,,-0.310,0.020,,1,GIANT,GIANT,15.34,,1362.67,,0.00,,30.72,,4336.00,,Gray,27.16,,Turnbull,4.06,,Turnbull,1.94,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,-2.252,0.157,0,-2.810,9.996,0,-2.911,0.170,0,,,,,,,,,,,,
202,HIP 69701,HIP 69701,HD 124850,GJ 9473,2MASS J14160086-0600016,1,1,0,0,0,0,0,14h16m00.88s,214.003687,-05d59m58.3s,-5.999526,22.24,,,4.070,0.020,VT,0.510,0.010,G,F6III,10.090,0.100,V-K,,,,0.00,-25.800,,-419.800,,337.741386,51.065449,1.240,0.100,1969tmss.book.....N,2.330,0.030,,0,F,MAINSEQ,3.18,,142.82,,0.00,,31.42,,6234.00,,V-K,2.72,,Turnbull,1.81,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.140,0.266,0,2.909,0.236,0,2.801,0.266,0,,,,,,,,,,,,
203,HIP 69732,HIP 69732,HD 125162,GJ 3837,2MASS J14162308+4605177,0,1,0,0,0,0,0,14h16m23.02s,214.095917,+46d05m17.9s,46.088306,29.78,0.53,-0.55,4.180,,,0.080,,,A3 Va {lambda} Boo...,,,,,,,,-186.700,0.800,159.100,0.800,86.980310,64.666250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.983,0.304,0,4.030,0.254,0,3.910,0.036,0,,,,,,,,,,,,
204,HIP 70497,HIP 70497,HD 126660,GJ 549 A,2MASS J14251181+5151029,1,1,1,0,1,0,0,14h25m12.02s,216.300081,+51d51m06.2s,51.851714,14.53,,,4.040,0.020,VT,0.500,0.010,G,F7V,4.420,0.100,V-K,14252+5151,,,0.00,-236.100,,-399.100,,93.832588,59.651587,1.260,0.100,1969tmss.book.....N,3.230,0.020,,0,F,MAINSEQ,2.10,,144.67,,0.00,,30.50,,6192.00,,V-K,1.83,,Turnbull,1.46,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,3,0,3.179,0.244,0,2.980,0.216,0,2.739,0.332,0,,,,,,,,,,,,
205,HIP 71075,HIP 71075,HD 127762,,2MASS J14320470+3818294,1,1,0,0,0,0,0,14h32m04.76s,218.019824,+38d18m28.4s,38.307883,26.61,,,3.040,0.000,G,0.190,0.010,G,A7IIIvar,35.470,0.050,V-K,14321+3818,,,0.00,-115.500,,151.900,,67.262036,66.172343,0.470,0.050,1966CoLPL...4...99J,0.910,0.010,,0,A,MAINSEQ,5.96,,223.80,,0.00,,31.76,,8047.00,,B-V,3.06,,Turnbull,2.50,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.646,0.284,0,2.571,0.250,0,2.511,0.378,0,,,,,,,,,,,,
206,HIP 71284,HIP 71284,HD 128167,GJ 557,2MASS J14344080+2944422,1,1,1,0,1,1,0,14h34m40.69s,218.669544,+29d44m41.3s,29.744807,15.83,,,4.470,0.000,G,0.360,0.010,G,F3Vwvar,3.420,0.050,V-K,14347+2945,,,0.00,188.300,,132.700,,45.625278,67.201356,0.940,0.050,1966CoLPL...4...99J,3.470,0.010,,0,F,MAINSEQ,1.85,,116.72,,0.00,,30.65,,6566.00,,2005ApJS..159..141V,1.33,,2007ApJS..168..297T,1.24,,2007ApJS..168..297T,4.30,,2007ApJS..168..297T,5.010,,2007ApJS..168..297T,,-0.430,,,[Fe/H],1,0,,1,0,1,0,0,2,0,3.561,0.250,0,3.462,0.246,0,3.336,0.324,0,,,,,,,,,,,,
207,HD 128311,HIP 71395,HD 128311,GJ 3860,2MASS J14360055+0944474,1,0,1,0,0,1,2,14h36m00.44s,219.001830,+09d44m49.7s,9.747125,16.50,0.17,-0.16,7.490,0.020,VT,0.970,0.000,G,K0,0.320,0.060,V-K,14360+0945,,,0.01,205.500,,-249.700,,2.730026,59.838130,2.340,0.030,2MASS,6.400,0.050,,0,K,MAINSEQ,0.57,,34.24,,0.00,,31.09,,4965.00,,2005ApJS..159..141V,0.76,,2007ApJS..168..297T,0.83,,2007ApJS..168..297T,4.61,,2007ApJS..168..297T,6.400,,2005ApJS..159..141V,A,0.200,,,[Fe/H],1,0,,4,0,1,3,0,2,3,5.772,0.018,0,5.303,0.031,0,5.142,0.017,0,5.182,0.179,0,5.026,0.067,0,5.179,0.015,0,5.130,0.026,0
208,alf Cen B,HIP 71681,HD 128621,GJ 559 B,2MASS J14393592-6050069 B,1,1,1,1,0,0,0,14h39m39.39s,219.914128,-60d50m22.1s,-60.839471,1.34,,,1.350,0.010,G,0.900,0.020,G,K0V,0.520,0.050,V-K,14396-6050,5.00000,1.100,0.00,-3600.300,,952.100,,315.737332,-0.686979,1.980,0.050,Koornneef,5.720,0.020,,0,K,MAINSEQ,0.72,,541.30,,0.00,,25.49,,5178.00,,2005ApJS..159..141V,0.88,,2007ApJS..168..297T,0.88,,2007ApJS..168..297T,4.52,,2007ApJS..168..297T,8.000,,2005ApJS..159..141V,,0.230,,,[Fe/H],1,0,,1,0,1,0,0,2,0,-1.454,0.133,0,-1.886,0.220,0,-2.008,0.260,0,0.443,,-1,0.095,,-1,-1.484,0.392,0,-1.794,0.002,0
209,alf Cen A,HIP 71683,HD 128620,GJ 559 A,2MASS J14393592-6050069 A,1,1,1,1,0,0,0,14h39m40.90s,219.920410,-60d50m06.5s,-60.835147,1.34,,,-0.010,0.030,G,0.710,0.040,G,G2.0V,1.610,0.070,V-K,14396-6050,5.00000,1.100,0.00,-3678.200,,481.800,,315.741882,-0.684264,1.470,0.060,1981A&AS...45....5E,4.360,0.030,,0,G,MAINSEQ,1.27,,948.35,,0.00,,25.35,,5801.00,,2005ApJS..159..141V,1.25,,2007ApJS..168..297T,1.06,,2007ApJS..168..297T,4.30,,2007ApJS..168..297T,7.840,,2007ApJS..168..297T,I,0.210,,,[Fe/H],1,0,,1,0,1,0,0,2,0,-1.454,0.133,0,-1.886,0.220,0,-2.008,0.260,0,,,,,,,,,,,,
210,HIP 71908,HIP 71908,HD 128898,GJ 560 A,2MASS J14423039-6458305,1,1,1,0,0,0,0,14h42m30.69s,220.627854,-64d58m28.5s,-64.974570,16.57,,,3.160,0.020,VT,0.260,0.010,G,APSREU(CR),12.530,0.060,V-K,14425-6459,,,0.00,-192.600,,-234.100,,314.335550,-4.591352,0.420,0.050,1983A&AS...53...91G,2.060,0.020,,0,A,MAINSEQ,3.54,,213.66,,0.00,,30.74,,7631.00,,Gray,2.02,,Turnbull,1.91,,Turnbull,4.11,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.544,0.284,0,2.471,0.196,0,2.425,0.216,0,,,,,,,,,,,,
211,HIP 71957,HIP 71957,HD 129502,GJ 9491,2MASS J14430363-0539291,1,1,0,0,1,0,0,14h43m03.56s,220.764843,-05d39m26.7s,-5.657429,18.27,,,3.860,0.020,VT,0.390,0.010,G,F2V,8.020,0.060,V-K,,,,0.00,104.200,,-319.900,,346.551307,47.537577,1.010,0.050,Koornneef,2.550,0.020,,0,F,MAINSEQ,2.83,,155.03,,0.00,,30.96,,6751.00,,Gray,2.07,,Turnbull,1.71,,Turnbull,4.21,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,1,3.335,0.282,0,3.069,0.252,0,3.039,0.276,0,,,,,,,,,,,,
212,HIP 72622,HIP 72622,HD 130841,GJ 564.1,2MASS J14505274-1602302,1,1,0,0,0,0,0,14h50m52.78s,222.719905,-16d02m29.8s,-16.041610,23.24,,,2.750,0.000,G,0.150,0.010,G,A3III/V,36.160,0.050,V-K,14509-1603,,,0.00,-105.700,,-69.000,,340.326094,38.008324,0.370,0.050,Koornneef,0.920,0.010,,0,A,MAINSEQ,6.01,,258.76,,0.00,,31.49,,8128.00,,Gray,3.03,,Turnbull,2.51,,Turnbull,3.91,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.467,0.276,0,2.439,0.184,0,2.440,0.280,0,,,,,,,,,,,,
213,HIP 72659 A,HIP 72659 A,HD 131156 A,GJ 566 A,2MASS J14512328+1906034 A,1,1,1,1,0,1,0,14h51m23.28s,222.847018,+19d06m02.3s,19.100633,6.78,0.07,-0.07,4.670,0.020,VT,0.720,0.020,G,G7.0V,0.650,0.060,V-K,14514+1906,5.70000,2.190,0.01,152.800,,-71.300,,23.085769,61.356738,2.100,0.050,1968ApJ...152..465J,5.520,0.030,,1,G,MAINSEQ,0.81,,119.29,,0.00,,29.06,,5380.00,,Gray,0.84,,2007ApJS..168..297T,0.93,,2007ApJS..168..297T,4.57,,2007ApJS..168..297T,,,,A,,,,,1,0,,1,0,1,0,0,2,0,2.660,0.448,0,2.253,0.698,0,1.971,0.600,0,,,,,,,,,,,,
